Student_id,Course_id,Grades,Marks
catherine.garcia@myscu.edu,DATA215,B,89
jacqueline.farrell@myscu.edu,DATA219,D,63
jacqueline.farrell@myscu.edu,DATA213,A,91
debra.mack@myscu.edu,DATA214,D,62
debra.mack@myscu.edu,DATA209,A,100
debra.mack@myscu.edu,DATA213,C,74
jennifer.lewis@myscu.edu,DATA209,A,98
shannon.perez@myscu.edu,DATA211,B,82
matthew.chavez@myscu.edu,DATA205,A,97
matthew.chavez@myscu.edu,DATA211,A,99
matthew.chavez@myscu.edu,DATA209,A,99
matthew.chavez@myscu.edu,DATA206,C,76
robert.davis@myscu.edu,DATA216,B,82
ronald.ortega@myscu.edu,DATA218,C,71
ronald.ortega@myscu.edu,DATA206,A,98
ronald.ortega@myscu.edu,DATA205,B,80
ronald.ortega@myscu.edu,DATA203,A,91
nicholas.hernandez@myscu.edu,DATA203,D,66
nicholas.hernandez@myscu.edu,DATA206,C,71
sandra.jones@myscu.edu,DATA214,C,71
marie.davis@myscu.edu,DATA215,D,69
marie.davis@myscu.edu,DATA206,A,91
colin.rodgers@myscu.edu,DATA213,B,84
colin.rodgers@myscu.edu,DATA204,C,76
colin.rodgers@myscu.edu,DATA209,C,74
colin.rodgers@myscu.edu,DATA202,A,95
lisa.hawkins@myscu.edu,DATA216,B,89
brenda.hoffman@myscu.edu,DATA202,D,61
brenda.hoffman@myscu.edu,DATA216,B,83
mark.martinez@myscu.edu,DATA213,D,69
michael.ortega@myscu.edu,DATA218,D,69
michael.ortega@myscu.edu,DATA215,D,67
michael.ortega@myscu.edu,DATA205,B,84
karen.parrish@myscu.edu,DATA216,C,71
jennifer.schmitt@myscu.edu,DATA202,B,80
jennifer.schmitt@myscu.edu,DATA211,C,76
caroline.bell@myscu.edu,DATA204,C,72
caroline.bell@myscu.edu,DATA215,C,72
becky.lewis@myscu.edu,DATA212,D,60
becky.lewis@myscu.edu,DATA216,A,94
becky.lewis@myscu.edu,DATA202,C,72
becky.lewis@myscu.edu,DATA214,C,72
diane.walker@myscu.edu,DATA205,C,78
daniel.bruce@myscu.edu,DATA214,C,79
daniel.bruce@myscu.edu,DATA215,B,88
michael.farmer@myscu.edu,DATA208,D,61
michael.farmer@myscu.edu,DATA211,C,79
audrey.aguirre@myscu.edu,DATA204,A,92
audrey.aguirre@myscu.edu,DATA208,A,93
audrey.aguirre@myscu.edu,DATA215,A,91
audrey.aguirre@myscu.edu,DATA212,A,92
megan.villegas@myscu.edu,DATA204,A,98
megan.villegas@myscu.edu,DATA218,A,97
loretta.austin@myscu.edu,DATA206,B,81
dawn.johnson@myscu.edu,DATA202,D,60
dawn.johnson@myscu.edu,DATA204,C,77
sarah.gallegos@myscu.edu,DATA219,B,89
sarah.gallegos@myscu.edu,DATA214,D,61
sarah.gallegos@myscu.edu,DATA212,C,70
sarah.gallegos@myscu.edu,DATA207,B,83
joseph.white@myscu.edu,DATA212,A,99
jacqueline.parker@myscu.edu,DATA208,B,84
jacqueline.parker@myscu.edu,DATA205,D,64
matthew.smith@myscu.edu,DATA212,A,99
matthew.smith@myscu.edu,DATA203,B,80
matthew.smith@myscu.edu,DATA215,C,72
matthew.smith@myscu.edu,DATA205,B,88
molly.knight@myscu.edu,DATA207,A,91
richard.thomas@myscu.edu,DATA206,A,99
richard.thomas@myscu.edu,DATA219,C,71
richard.thomas@myscu.edu,DATA214,B,85
cynthia.johnson@myscu.edu,DATA218,A,100
julie.lewis@myscu.edu,DATA209,C,73
julie.lewis@myscu.edu,DATA205,C,70
julie.lewis@myscu.edu,DATA219,B,86
robert.peterson@myscu.edu,DATA204,C,77
mitchell.griffith@myscu.edu,DATA204,C,71
mitchell.griffith@myscu.edu,DATA218,B,88
mitchell.griffith@myscu.edu,DATA206,A,91
mitchell.griffith@myscu.edu,DATA213,A,90
mitchell.griffith@myscu.edu,DATA205,B,80
kimberly.bradley@myscu.edu,DATA206,C,70
christopher.williams@myscu.edu,DATA213,C,70
christopher.williams@myscu.edu,DATA218,A,96
christopher.williams@myscu.edu,DATA202,D,69
eric.williamson@myscu.edu,DATA218,D,61
eric.williamson@myscu.edu,DATA207,B,86
emily.nelson@myscu.edu,DATA206,B,85
emily.nelson@myscu.edu,DATA204,B,82
emily.nelson@myscu.edu,DATA207,A,94
emily.nelson@myscu.edu,DATA205,D,65
ebony.tucker@myscu.edu,DATA213,A,98
ebony.tucker@myscu.edu,DATA207,D,68
ebony.tucker@myscu.edu,DATA218,D,61
scott.nelson@myscu.edu,DATA204,B,83
scott.nelson@myscu.edu,DATA206,A,96
scott.nelson@myscu.edu,DATA209,A,97
kari.wilson@myscu.edu,DATA213,C,78
kari.wilson@myscu.edu,DATA203,D,67
russell.campbell@myscu.edu,DATA214,B,80
russell.campbell@myscu.edu,DATA215,B,86
russell.campbell@myscu.edu,DATA207,C,73
erika.tucker@myscu.edu,DATA218,D,62
erika.tucker@myscu.edu,DATA212,D,69
elizabeth.williams@myscu.edu,DATA208,A,97
elizabeth.williams@myscu.edu,DATA207,B,80
randall.greene@myscu.edu,DATA206,A,97
randall.greene@myscu.edu,DATA208,C,74
randall.greene@myscu.edu,DATA218,B,87
randall.greene@myscu.edu,DATA215,C,75
adrian.turner@myscu.edu,DATA203,D,69
adrian.turner@myscu.edu,DATA205,B,86
adrian.turner@myscu.edu,DATA214,C,71
jason.taylor@myscu.edu,DATA202,C,78
jonathan.murphy@myscu.edu,DATA205,C,71
jonathan.murphy@myscu.edu,DATA218,D,62
adrian.burgess@myscu.edu,DATA214,B,84
gregory.james@myscu.edu,DATA208,D,64
jane.mason@myscu.edu,DATA215,B,81
martha.drake@myscu.edu,DATA202,A,99
martha.drake@myscu.edu,DATA207,A,92
martha.drake@myscu.edu,DATA214,D,61
charles.hensley@myscu.edu,DATA207,A,95
charles.hensley@myscu.edu,DATA215,B,81
charles.hensley@myscu.edu,DATA203,D,66
charles.hensley@myscu.edu,DATA206,C,72
charles.hensley@myscu.edu,DATA219,C,73
bobby.smith@myscu.edu,DATA214,D,66
bobby.smith@myscu.edu,DATA204,C,74
bobby.smith@myscu.edu,DATA218,A,94
samantha.atkins@myscu.edu,DATA205,D,62
samantha.atkins@myscu.edu,DATA216,D,62
samantha.atkins@myscu.edu,DATA207,C,77
samantha.atkins@myscu.edu,DATA204,A,96
barbara.berry@myscu.edu,DATA215,C,74
jenna.butler@myscu.edu,DATA203,C,70
darius.smith@myscu.edu,DATA202,D,64
darius.smith@myscu.edu,DATA211,D,65
mark.solis@myscu.edu,DATA214,C,71
mark.solis@myscu.edu,DATA206,C,71
samantha.davis@myscu.edu,DATA219,C,78
megan.sanchez@myscu.edu,DATA211,A,92
megan.sanchez@myscu.edu,DATA215,B,83
brianna.warren@myscu.edu,DATA215,A,94
brianna.warren@myscu.edu,DATA214,D,69
brianna.warren@myscu.edu,DATA216,B,87
brianna.warren@myscu.edu,DATA218,A,94
randy.collins@myscu.edu,DATA208,A,94
randy.collins@myscu.edu,DATA214,A,91
randy.collins@myscu.edu,DATA211,B,85
randy.collins@myscu.edu,DATA206,C,79
randy.collins@myscu.edu,DATA218,D,60
matthew.cook@myscu.edu,DATA218,D,66
matthew.cook@myscu.edu,DATA211,A,97
matthew.cook@myscu.edu,DATA205,D,67
matthew.cook@myscu.edu,DATA207,A,93
matthew.cook@myscu.edu,DATA212,B,80
jessica.fuentes@myscu.edu,DATA209,C,79
jessica.fuentes@myscu.edu,DATA207,C,79
lisa.young@myscu.edu,DATA216,D,68
lisa.young@myscu.edu,DATA202,D,60
lisa.young@myscu.edu,DATA218,D,62
dwayne.gonzalez@myscu.edu,DATA204,C,71
carrie.wolf@myscu.edu,DATA218,A,96
carrie.wolf@myscu.edu,DATA202,A,92
carrie.wolf@myscu.edu,DATA211,A,91
carrie.wolf@myscu.edu,DATA205,B,88
diana.thompson@myscu.edu,DATA216,A,100
diana.thompson@myscu.edu,DATA218,A,93
kendra.snyder@myscu.edu,DATA208,A,90
karen.wolf@myscu.edu,DATA219,C,75
shane.glass@myscu.edu,DATA207,B,80
shane.glass@myscu.edu,DATA218,A,93
anne.reid@myscu.edu,DATA207,B,80
anne.reid@myscu.edu,DATA218,B,84
claudia.lin@myscu.edu,DATA202,B,85
courtney.hernandez@myscu.edu,DATA213,C,78
courtney.hernandez@myscu.edu,DATA206,B,85
courtney.hernandez@myscu.edu,DATA215,C,79
carlos.ramos@myscu.edu,DATA215,D,67
carlos.ramos@myscu.edu,DATA216,A,98
carlos.ramos@myscu.edu,DATA206,B,87
kevin.hill@myscu.edu,DATA208,D,68
brian.romero@myscu.edu,DATA206,C,78
brian.romero@myscu.edu,DATA213,D,67
brian.romero@myscu.edu,DATA215,A,99
lance.hayes@myscu.edu,DATA216,D,69
brian.decker@myscu.edu,DATA209,B,87
brian.decker@myscu.edu,DATA218,D,69
chase.lin@myscu.edu,DATA215,C,71
chase.lin@myscu.edu,DATA202,D,64
chase.lin@myscu.edu,DATA203,C,72
chase.lin@myscu.edu,DATA204,C,71
melissa.gilbert@myscu.edu,DATA212,D,61
melissa.gilbert@myscu.edu,DATA204,D,64
melissa.gilbert@myscu.edu,DATA218,D,62
angela.conner@myscu.edu,DATA218,C,70
angela.conner@myscu.edu,DATA205,A,99
paula.cole@myscu.edu,DATA209,C,76
lisa.pearson@myscu.edu,DATA208,A,94
lisa.pearson@myscu.edu,DATA213,C,73
lisa.pearson@myscu.edu,DATA214,D,67
lisa.pearson@myscu.edu,DATA204,C,78
marc.alvarez@myscu.edu,DATA203,A,91
edward.brown@myscu.edu,DATA204,A,92
dale.nolan@myscu.edu,DATA202,D,67
dale.nolan@myscu.edu,DATA203,D,65
dale.nolan@myscu.edu,DATA218,A,90
dale.nolan@myscu.edu,DATA212,A,99
matthew.klein@myscu.edu,DATA207,B,88
matthew.klein@myscu.edu,DATA203,D,69
matthew.klein@myscu.edu,DATA204,B,86
matthew.klein@myscu.edu,DATA205,A,97
william.thompson@myscu.edu,DATA207,A,99
john.kim@myscu.edu,DATA207,A,98
scott.mills@myscu.edu,DATA214,A,99
scott.mills@myscu.edu,DATA204,A,96
erik.watson@myscu.edu,DATA204,D,66
erik.watson@myscu.edu,DATA214,C,70
erik.watson@myscu.edu,DATA207,A,92
erik.watson@myscu.edu,DATA206,C,72
justin.ortiz@myscu.edu,DATA203,A,95
matthew.harper@myscu.edu,DATA218,D,63
matthew.harper@myscu.edu,DATA206,C,74
kristina.holland@myscu.edu,DATA216,B,87
kristina.holland@myscu.edu,DATA212,B,87
kristina.holland@myscu.edu,DATA206,D,61
cameron.davis@myscu.edu,DATA211,C,70
cameron.davis@myscu.edu,DATA205,D,63
cameron.davis@myscu.edu,DATA214,D,60
cameron.davis@myscu.edu,DATA209,B,82
erika.mitchell@myscu.edu,DATA213,C,72
erika.mitchell@myscu.edu,DATA203,C,70
erika.mitchell@myscu.edu,DATA204,A,94
erika.mitchell@myscu.edu,DATA209,B,81
erika.mitchell@myscu.edu,DATA205,C,72
jennifer.douglas@myscu.edu,DATA212,A,94
rebecca.marks@myscu.edu,DATA213,B,85
mathew.aguilar@myscu.edu,DATA218,C,72
donald.bailey@myscu.edu,DATA216,A,100
donald.bailey@myscu.edu,DATA204,D,62
tammy.hale@myscu.edu,DATA209,B,80
philip.larson@myscu.edu,DATA202,C,71
philip.larson@myscu.edu,DATA204,C,75
philip.larson@myscu.edu,DATA218,A,93
philip.larson@myscu.edu,DATA209,C,75
sharon.collins@myscu.edu,DATA207,A,95
sharon.collins@myscu.edu,DATA204,D,60
sharon.collins@myscu.edu,DATA206,A,95
nicholas.conner@myscu.edu,DATA205,C,70
nicholas.conner@myscu.edu,DATA211,B,86
nicholas.conner@myscu.edu,DATA212,A,99
lisa.santiago@myscu.edu,DATA219,C,70
maria.rodgers@myscu.edu,DATA215,A,96
gina.fox@myscu.edu,DATA202,A,99
gina.fox@myscu.edu,DATA218,D,63
debbie.henderson@myscu.edu,DATA211,B,88
debbie.henderson@myscu.edu,DATA204,B,85
debbie.henderson@myscu.edu,DATA215,A,94
henry.lewis@myscu.edu,DATA213,B,89
henry.lewis@myscu.edu,DATA214,B,87
stacey.tucker@myscu.edu,DATA212,C,75
jeremy.taylor@myscu.edu,DATA213,C,74
jeremy.taylor@myscu.edu,DATA208,C,71
chris.richard@myscu.edu,DATA204,A,95
chris.richard@myscu.edu,DATA213,C,73
craig.wise@myscu.edu,DATA213,A,92
mary.stephenson@myscu.edu,DATA215,C,73
mary.stephenson@myscu.edu,DATA211,C,73
mary.stephenson@myscu.edu,DATA212,A,90
mary.stephenson@myscu.edu,DATA209,B,86
mary.stephenson@myscu.edu,DATA204,D,65
katie.anderson@myscu.edu,DATA202,A,100
katie.anderson@myscu.edu,DATA204,D,67
nicholas.martin@myscu.edu,DATA211,A,100
marie.wise@myscu.edu,DATA203,A,94
marie.wise@myscu.edu,DATA215,B,85
lisa.martin@myscu.edu,DATA209,C,71
samuel.jenkins@myscu.edu,DATA207,B,85
samuel.jenkins@myscu.edu,DATA203,B,89
samuel.jenkins@myscu.edu,DATA211,D,66
samuel.jenkins@myscu.edu,DATA205,C,75
erica.young@myscu.edu,DATA215,B,87
erica.young@myscu.edu,DATA207,A,95
sean.mitchell@myscu.edu,DATA215,D,66
sean.mitchell@myscu.edu,DATA205,D,64
kaitlyn.cole@myscu.edu,DATA212,C,72
kaitlyn.cole@myscu.edu,DATA219,D,69
kaitlyn.cole@myscu.edu,DATA214,C,70
kaitlyn.cole@myscu.edu,DATA202,C,72
amanda.collins@myscu.edu,DATA218,C,74
amanda.collins@myscu.edu,DATA213,A,98
lindsey.harrison@myscu.edu,DATA206,D,66
lindsey.harrison@myscu.edu,DATA207,A,94
lindsey.harrison@myscu.edu,DATA204,A,92
lindsey.harrison@myscu.edu,DATA218,C,74
mary.richardson@myscu.edu,DATA212,B,82
mary.richardson@myscu.edu,DATA216,C,71
mary.richardson@myscu.edu,DATA203,B,89
stacey.joyce@myscu.edu,DATA213,A,98
stacey.joyce@myscu.edu,DATA208,A,93
steven.campbell@myscu.edu,DATA207,A,90
patrick.rose@myscu.edu,DATA209,D,61
tammy.montoya@myscu.edu,DATA207,B,85
laurie.taylor@myscu.edu,DATA219,A,90
john.davidson@myscu.edu,DATA205,B,84
curtis.singleton@myscu.edu,DATA205,D,62
curtis.singleton@myscu.edu,DATA211,B,87
curtis.singleton@myscu.edu,DATA212,A,100
curtis.singleton@myscu.edu,DATA215,B,83
curtis.singleton@myscu.edu,DATA214,A,97
melissa.mitchell@myscu.edu,DATA219,C,70
melissa.mitchell@myscu.edu,DATA213,D,60
melissa.mitchell@myscu.edu,DATA209,A,100
kathryn.nelson@myscu.edu,DATA202,A,93
kathryn.nelson@myscu.edu,DATA211,D,66
kathryn.nelson@myscu.edu,DATA214,C,77
kathryn.nelson@myscu.edu,DATA218,C,75
rebecca.hernandez@myscu.edu,DATA218,D,64
rebecca.hernandez@myscu.edu,DATA209,A,99
rebecca.hernandez@myscu.edu,DATA213,D,68
samuel.potts@myscu.edu,DATA212,B,89
samuel.potts@myscu.edu,DATA207,A,98
jeffrey.hayes@myscu.edu,DATA202,B,88
jeffrey.hayes@myscu.edu,DATA215,B,86
jeffrey.hayes@myscu.edu,DATA203,D,67
michael.johnson@myscu.edu,DATA203,B,89
michael.johnson@myscu.edu,DATA208,A,92
brian.shaw@myscu.edu,DATA202,D,67
brian.shaw@myscu.edu,DATA213,B,82
brian.shaw@myscu.edu,DATA203,B,86
joe.vang@myscu.edu,DATA202,A,97
nicholas.johnson@myscu.edu,DATA203,A,94
nicholas.johnson@myscu.edu,DATA216,C,79
nicholas.johnson@myscu.edu,DATA218,B,82
sarah.combs@myscu.edu,DATA204,A,91
devin.mitchell@myscu.edu,DATA213,D,69
devin.mitchell@myscu.edu,DATA207,B,84
devin.mitchell@myscu.edu,DATA203,B,83
maria.horton@myscu.edu,DATA215,B,85
maria.horton@myscu.edu,DATA212,A,94
maria.horton@myscu.edu,DATA208,B,84
maria.horton@myscu.edu,DATA202,C,70
dominic.thornton@myscu.edu,DATA202,A,99
dominic.thornton@myscu.edu,DATA205,B,82
dominic.thornton@myscu.edu,DATA213,A,96
dominic.thornton@myscu.edu,DATA216,D,66
shane.smith@myscu.edu,DATA204,D,68
christian.scott@myscu.edu,DATA216,C,73
christian.scott@myscu.edu,DATA203,C,79
christian.scott@myscu.edu,DATA211,A,99
mary.dunn@myscu.edu,DATA203,A,97
mary.dunn@myscu.edu,DATA204,A,96
jessica.rose@myscu.edu,DATA215,C,70
daniel.roberts@myscu.edu,DATA205,B,81
daniel.roberts@myscu.edu,DATA214,C,74
robert.bauer@myscu.edu,DATA204,C,77
robert.bauer@myscu.edu,DATA216,B,87
stephen.rodriguez@myscu.edu,DATA209,A,100
rebecca.carlson@myscu.edu,DATA211,A,100
rebecca.carlson@myscu.edu,DATA214,D,60
rebecca.carlson@myscu.edu,DATA203,B,88
rebecca.carlson@myscu.edu,DATA207,C,79
allen.robertson@myscu.edu,DATA211,D,68
john.thomas@myscu.edu,DATA218,A,97
john.thomas@myscu.edu,DATA207,A,98
john.thomas@myscu.edu,DATA202,B,88
ruben.mendez@myscu.edu,DATA202,C,77
john.butler@myscu.edu,DATA211,A,90
john.butler@myscu.edu,DATA216,D,69
elizabeth.miller@myscu.edu,DATA205,A,99
elizabeth.miller@myscu.edu,DATA215,B,86
elizabeth.miller@myscu.edu,DATA209,B,87
theresa.jones@myscu.edu,DATA209,A,97
theresa.jones@myscu.edu,DATA212,C,79
alicia.romero@myscu.edu,DATA203,B,88
vanessa.spencer@myscu.edu,DATA203,A,96
cynthia.zavala@myscu.edu,DATA218,A,91
cynthia.zavala@myscu.edu,DATA213,D,61
cynthia.zavala@myscu.edu,DATA205,A,95
cynthia.zavala@myscu.edu,DATA211,D,60
cynthia.zavala@myscu.edu,DATA216,A,95
jon.smith@myscu.edu,DATA202,A,98
jon.smith@myscu.edu,DATA214,B,89
jon.smith@myscu.edu,DATA213,C,79
kristina.cooper@myscu.edu,DATA219,C,76
kristina.cooper@myscu.edu,DATA208,A,95
kristina.cooper@myscu.edu,DATA215,B,82
jessica.fuller@myscu.edu,DATA219,A,99
kelsey.moss@myscu.edu,DATA203,C,78
marvin.williams@myscu.edu,DATA206,B,85
amy.li@myscu.edu,DATA205,C,72
amy.li@myscu.edu,DATA212,A,98
amy.li@myscu.edu,DATA214,A,92
amy.li@myscu.edu,DATA208,C,79
gregory.maxwell@myscu.edu,DATA212,D,67
gregory.maxwell@myscu.edu,DATA213,B,86
gregory.maxwell@myscu.edu,DATA204,B,89
steven.dominguez@myscu.edu,DATA215,C,75
crystal.cain@myscu.edu,DATA203,C,78
crystal.cain@myscu.edu,DATA218,B,89
crystal.cain@myscu.edu,DATA202,A,93
bryan.parsons@myscu.edu,DATA208,A,100
bryan.parsons@myscu.edu,DATA207,B,81
bryan.parsons@myscu.edu,DATA204,C,73
bryan.parsons@myscu.edu,DATA215,B,85
stephen.carter@myscu.edu,DATA218,A,94
bradley.gonzalez@myscu.edu,DATA209,A,94
bobby.mahoney@myscu.edu,DATA219,D,66
bobby.mahoney@myscu.edu,DATA212,B,84
bobby.mahoney@myscu.edu,DATA213,C,78
zachary.hays@myscu.edu,DATA216,A,97
zachary.hays@myscu.edu,DATA203,A,94
zachary.hays@myscu.edu,DATA209,D,61
amy.king@myscu.edu,DATA202,C,78
amy.king@myscu.edu,DATA203,D,60
karen.lee@myscu.edu,DATA219,C,70
karen.lee@myscu.edu,DATA218,A,100
karen.lee@myscu.edu,DATA215,A,92
karen.lee@myscu.edu,DATA214,B,85
michael.norman@myscu.edu,DATA209,D,60
michelle.rivera@myscu.edu,DATA204,B,80
david.richardson@myscu.edu,DATA202,D,62
david.richardson@myscu.edu,DATA218,C,70
david.richardson@myscu.edu,DATA207,B,85
pamela.paul@myscu.edu,DATA214,D,68
pamela.paul@myscu.edu,DATA202,D,62
pamela.paul@myscu.edu,DATA208,B,85
patricia.hughes@myscu.edu,DATA219,C,78
patricia.hughes@myscu.edu,DATA207,A,95
patricia.hughes@myscu.edu,DATA202,A,98
terri.crawford@myscu.edu,DATA208,D,63
terri.crawford@myscu.edu,DATA205,D,61
tyler.glass@myscu.edu,DATA205,C,71
tyler.glass@myscu.edu,DATA219,C,77
tyler.glass@myscu.edu,DATA216,A,94
april.owen@myscu.edu,DATA216,C,76
jessica.miller@myscu.edu,DATA203,B,82
jessica.miller@myscu.edu,DATA209,A,93
jessica.miller@myscu.edu,DATA215,D,66
jessica.miller@myscu.edu,DATA212,C,74
jessica.miller@myscu.edu,DATA216,D,60
carrie.short@myscu.edu,DATA215,A,95
carrie.short@myscu.edu,DATA207,A,94
carrie.short@myscu.edu,DATA202,A,96
carrie.short@myscu.edu,DATA206,A,95
amy.morris@myscu.edu,DATA219,C,72
amy.morris@myscu.edu,DATA218,D,62
amy.morris@myscu.edu,DATA214,B,81
amy.morris@myscu.edu,DATA203,A,90
christopher.guerrero@myscu.edu,DATA207,C,79
christopher.guerrero@myscu.edu,DATA212,A,94
christopher.guerrero@myscu.edu,DATA209,C,75
kirk.morrison@myscu.edu,DATA209,A,99
ronald.norris@myscu.edu,DATA212,A,90
ronald.norris@myscu.edu,DATA203,C,76
ronald.norris@myscu.edu,DATA204,D,66
michael.williams@myscu.edu,DATA212,A,95
michael.williams@myscu.edu,DATA215,B,82
molly.gomez@myscu.edu,DATA215,D,60
whitney.hill@myscu.edu,DATA205,D,69
whitney.hill@myscu.edu,DATA218,B,88
whitney.hill@myscu.edu,DATA208,B,83
whitney.hill@myscu.edu,DATA207,D,60
tina.gould@myscu.edu,DATA215,D,63
tina.gould@myscu.edu,DATA205,D,60
charles.walsh@myscu.edu,DATA214,C,73
charles.walsh@myscu.edu,DATA213,D,62
charles.walsh@myscu.edu,DATA205,B,82
michael.owen@myscu.edu,DATA211,B,84
michael.owen@myscu.edu,DATA216,B,85
erin.cisneros@myscu.edu,DATA216,D,66
erin.cisneros@myscu.edu,DATA219,A,97
erin.cisneros@myscu.edu,DATA209,A,98
erin.cisneros@myscu.edu,DATA203,B,82
erin.cisneros@myscu.edu,DATA214,C,73
douglas.lawson@myscu.edu,DATA209,D,61
kimberly.johnson@myscu.edu,DATA209,B,82
carlos.osborne@myscu.edu,DATA212,B,84
carlos.osborne@myscu.edu,DATA205,C,78
carlos.osborne@myscu.edu,DATA213,D,66
michael.reyes@myscu.edu,DATA213,A,95
ashley.jacobs@myscu.edu,DATA207,A,96
ashley.jacobs@myscu.edu,DATA214,C,72
erika.rush@myscu.edu,DATA209,B,88
nathan.hines@myscu.edu,DATA214,C,78
nathan.hines@myscu.edu,DATA205,B,88
nathan.hines@myscu.edu,DATA203,A,96
audrey.moreno@myscu.edu,DATA206,D,63
raymond.banks@myscu.edu,DATA207,A,92
raymond.banks@myscu.edu,DATA205,D,61
john.wilson@myscu.edu,DATA214,A,93
john.wilson@myscu.edu,DATA203,A,90
jill.porter@myscu.edu,DATA204,B,86
paul.hoffman@myscu.edu,DATA204,D,62
paul.hoffman@myscu.edu,DATA211,D,61
jose.green@myscu.edu,DATA218,A,100
jose.green@myscu.edu,DATA216,C,73
jose.green@myscu.edu,DATA219,B,87
jose.green@myscu.edu,DATA214,B,83
sean.davies@myscu.edu,DATA202,D,67
sean.davies@myscu.edu,DATA203,D,63
travis.martinez@myscu.edu,DATA218,C,77
travis.martinez@myscu.edu,DATA216,C,76
melissa.hayes@myscu.edu,DATA203,D,68
melissa.hayes@myscu.edu,DATA209,A,98
melissa.hayes@myscu.edu,DATA216,A,98
melissa.hayes@myscu.edu,DATA202,B,85
rachel.wallace@myscu.edu,DATA204,A,90
rachel.wallace@myscu.edu,DATA212,C,77
rachel.wallace@myscu.edu,DATA208,B,81
rachel.wallace@myscu.edu,DATA209,B,87
christopher.fleming@myscu.edu,DATA203,A,95
megan.flores@myscu.edu,DATA214,B,85
megan.flores@myscu.edu,DATA211,B,83
megan.flores@myscu.edu,DATA216,C,70
megan.flores@myscu.edu,DATA218,C,79
michael.brown@myscu.edu,DATA204,D,62
michael.brown@myscu.edu,DATA218,B,84
amber.vance@myscu.edu,DATA204,D,69
amber.vance@myscu.edu,DATA216,D,68
amber.vance@myscu.edu,DATA211,D,67
amber.vance@myscu.edu,DATA214,B,80
melissa.joseph@myscu.edu,DATA202,B,82
sara.little@myscu.edu,DATA209,A,99
sara.little@myscu.edu,DATA205,A,98
sara.little@myscu.edu,DATA208,D,68
laura.hicks@myscu.edu,DATA213,C,71
laura.hicks@myscu.edu,DATA215,C,71
david.harris@myscu.edu,DATA202,D,67
david.harris@myscu.edu,DATA205,A,98
david.harris@myscu.edu,DATA206,D,60
dominic.tyler@myscu.edu,DATA218,B,81
dominic.tyler@myscu.edu,DATA202,C,75
dominic.tyler@myscu.edu,DATA209,C,73
anthony.spencer@myscu.edu,DATA207,A,100
anthony.spencer@myscu.edu,DATA212,C,78
anthony.spencer@myscu.edu,DATA202,B,88
anthony.spencer@myscu.edu,DATA218,D,61
anthony.spencer@myscu.edu,DATA205,C,76
miguel.lara@myscu.edu,DATA215,A,91
miguel.lara@myscu.edu,DATA218,C,79
miguel.lara@myscu.edu,DATA208,A,90
miguel.lara@myscu.edu,DATA205,B,84
andrea.salazar@myscu.edu,DATA213,C,79
andrea.salazar@myscu.edu,DATA216,C,78
andrea.salazar@myscu.edu,DATA204,B,80
christopher.parker@myscu.edu,DATA213,B,83
christopher.parker@myscu.edu,DATA212,A,98
christopher.parker@myscu.edu,DATA218,C,74
christopher.parker@myscu.edu,DATA215,A,98
yvonne.higgins@myscu.edu,DATA203,B,87
alicia.hammond@myscu.edu,DATA218,D,66
madeline.jones@myscu.edu,DATA218,C,74
madeline.jones@myscu.edu,DATA207,A,94
madeline.jones@myscu.edu,DATA203,C,74
teresa.day@myscu.edu,DATA209,B,80
teresa.day@myscu.edu,DATA202,D,60
teresa.day@myscu.edu,DATA218,A,91
shannon.frazier@myscu.edu,DATA206,D,65
shannon.frazier@myscu.edu,DATA203,D,68
shannon.frazier@myscu.edu,DATA211,C,78
shannon.frazier@myscu.edu,DATA213,B,81
melvin.humphrey@myscu.edu,DATA215,B,82
kimberly.bowman@myscu.edu,DATA207,C,70
kimberly.bowman@myscu.edu,DATA205,A,98
hunter.burch@myscu.edu,DATA211,D,63
hunter.burch@myscu.edu,DATA209,D,60
hunter.burch@myscu.edu,DATA218,B,85
ryan.bartlett@myscu.edu,DATA205,D,68
brian.martinez@myscu.edu,DATA212,D,65
brian.martinez@myscu.edu,DATA211,D,64
brian.martinez@myscu.edu,DATA203,A,90
brian.martinez@myscu.edu,DATA214,C,75
eric.martin@myscu.edu,DATA206,A,100
eric.martin@myscu.edu,DATA212,D,69
eric.martin@myscu.edu,DATA205,A,100
eric.martin@myscu.edu,DATA209,B,89
marcus.fletcher@myscu.edu,DATA211,C,70
marcus.fletcher@myscu.edu,DATA213,B,87
marcus.fletcher@myscu.edu,DATA209,C,77
marcus.fletcher@myscu.edu,DATA212,A,94
michael.everett@myscu.edu,DATA202,C,75
michael.everett@myscu.edu,DATA207,A,99
michael.everett@myscu.edu,DATA208,B,82
michael.everett@myscu.edu,DATA213,A,95
patty.singleton@myscu.edu,DATA214,A,95
patty.singleton@myscu.edu,DATA216,B,80
john.reid@myscu.edu,DATA204,C,71
john.reid@myscu.edu,DATA202,A,97
andrea.martinez@myscu.edu,DATA208,C,79
andrea.martinez@myscu.edu,DATA204,B,82
kevin.ferguson@myscu.edu,DATA212,B,80
kevin.ferguson@myscu.edu,DATA203,D,66
wayne.jackson@myscu.edu,DATA205,B,85
shelly.moore@myscu.edu,DATA215,D,67
shelly.moore@myscu.edu,DATA218,A,92
shelly.moore@myscu.edu,DATA207,B,80
donna.le@myscu.edu,DATA214,A,91
