User_id,Password,Role
gary.kelly@myscu.edu,"0Mj?RJwzZ/b""",student
gary.burnett@myscu.edu,~aH>&P:GgfTT,student
john.baker@myscu.edu,ApuhNZ:uha-W,student
makayla.park@myscu.edu,FTH$3<b?a(Q=,student
amanda.aguirre@myscu.edu,"(x|>?r9,~@Yg",student
raymond.young@myscu.edu,kI/{+a_jerZ7,student
alan.price@myscu.edu,[a^Csy>[nxzr,student
david.jones@myscu.edu,"<[,^}c0_Zo:G",student
deanna.walsh@myscu.edu,'u%cG:Vj{e(k,student
ashley.hoffman@myscu.edu,*Km%8Od-6<<w,student
thomas.aguirre@myscu.edu,"A8B>YD""j`UMU",student
john.schwartz@myscu.edu,(4lpQLHLlYi2,student
jessica.glover@myscu.edu,"]V%)BJMs""]YV",student
kathleen.west@myscu.edu,.(]}!e]Uc=_A,student
natalie.jimenez@myscu.edu,`Q*=;%P'-fiD,student
meagan.savage@myscu.edu,r_|{{xQ@6}D#,student
william.freeman@myscu.edu,2LUZkRO#V)_A,student
leslie.cohen@myscu.edu,KT{]T]UTwEp6,student
nathan.porter@myscu.edu,%<SB>z.Vr_8\,student
shelia.smith@myscu.edu,$K0eP5>UmV4<,student
joshua.johnston@myscu.edu,pO3GKt;3=[7x,student
hannah.jennings@myscu.edu,xxJQ4UHv7X|N,student
jake.rojas@myscu.edu,"UG{u9.""_59>(",student
christopher.fox@myscu.edu,b]I>_tZQ??}i,student
sean.moore@myscu.edu,"y6VZW,[<ygQa",student
edgar.carpenter@myscu.edu,Mmd#DoDb{J{E,student
gregory.smith@myscu.edu,R2j)>9Pk-lb8,student
john.romero@myscu.edu,!16x#&\x%>_?,student
shannon.adams@myscu.edu,6Lmx>;@yC4bD,student
logan.boyd@myscu.edu,i2%cVoeSmP+&,student
ronald.myers@myscu.edu,-h2lLy$'x/D3,student
matthew.morrow@myscu.edu,X>kn3ZrPCccR,student
sarah.simon@myscu.edu,Asr/y7guz]h@,student
jonathan.hall@myscu.edu,mo2bB|13LpKg,student
kimberly.melendez@myscu.edu,\e}^xzkK({[:,student
denise.butler@myscu.edu,"hPUt/""P5KsqX",student
william.graham@myscu.edu,"5{LT`*,/ej:W",student
ricardo.weber@myscu.edu,(be.(8XgHiom,student
jessica.perkins@myscu.edu,v4u{r!)RyMt9,student
steven.vasquez@myscu.edu,".6x""'B)PIvo=",student
rhonda.williams@myscu.edu,"ao28$>F+,J=W",student
mary.todd@myscu.edu,0>SSj>fbyn}(,student
brent.stevens@myscu.edu,"'bcsDz""*yM,-",student
gary.knight@myscu.edu,"`\JtXiC,jdO""",student
richard.fowler@myscu.edu,rz$!n3XY&=_l,student
veronica.newman@myscu.edu,Urw3<E`3O]`u,student
brenda.reed@myscu.edu,}z%.-\9{;$Xl,student
jennifer.fisher@myscu.edu,.1N<*9gp{&El,student
julie.sheppard@myscu.edu,[vw&LE#S9wtX,student
melissa.kent@myscu.edu,"8KCp4|O$}#""B",student
julie.dickerson@myscu.edu,UhbnjV^5V1y],student
michael.flores@myscu.edu,dQ(FrN(&X>E/,student
mark.haynes@myscu.edu,6^HtpjHd4VL!,student
david.perez@myscu.edu,FGr;]&Idjvi#,student
laura.morris@myscu.edu,nSNT+V)?o6W!,student
jodi.harrell@myscu.edu,h(uCApv%s+L\,student
martha.brady@myscu.edu,:tSrUJ3:xWV0,student
martha.woods@myscu.edu,"CG~Y2S6x7;%""",student
john.alexander@myscu.edu,g}p]^D`su2Ah,student
rodney.booker@myscu.edu,Z%c\fE<dGvoo,student
robert.brooks@myscu.edu,hzCei%S1]+Mw,student
megan.chan@myscu.edu,HQUwW5J?]yLD,student
robert.todd@myscu.edu,htWu(QH|24jR,student
victor.taylor@myscu.edu,"Ok/F,@#{no-D",student
todd.andrade@myscu.edu,o'Q8<tM]z2=@,student
melissa.harrison@myscu.edu,tXqo6Xv0wl6w,student
ann.turner@myscu.edu,"V;""|%4|rp'LD",student
monica.campbell@myscu.edu,epueJ!lwy$wn,student
emily.hill@myscu.edu,"W'6[L/b18,pK",student
christina.calderon@myscu.edu,R8!?)y5Zqzxi,student
donald.stokes@myscu.edu,17`1b&-~hw/o,student
david.dixon@myscu.edu,"7LC""b]ki+}Re",student
cassandra.fischer@myscu.edu,w`#hmt[7~3B',student
joseph.smith@myscu.edu,3U`Bu5Nr+v/u,student
susan.hernandez@myscu.edu,g(#'BDExfT_G,student
amanda.rivera@myscu.edu,G6X[F3wJkkR`,student
robert.carroll@myscu.edu,j+u?yQmgP`#%,student
cassandra.wheeler@myscu.edu,/24oPz#EgZad,student
melissa.miller@myscu.edu,"iWgC""xC7<;\l",student
rebecca.king@myscu.edu,"[~tI,|[)\P!!",student
jonathan.anderson@myscu.edu,eUq|UF(.)Gzq,student
chad.cox@myscu.edu,"f?m0B[[gR@""`",student
keith.moore@myscu.edu,"*lt59wy{nC8,",student
tyler.king@myscu.edu,i3C':{rHO0X|,student
james.douglas@myscu.edu,"w;m7(uyBs""I*",student
steven.guzman@myscu.edu,YCTgp;!2sD%:,student
alexis.bruce@myscu.edu,a>1YhD}*UcVH,student
erica.dillon@myscu.edu,&l}&#)4)Bx<b,student
joseph.scott@myscu.edu,>eU!Jy_3ALuw,student
timothy.swanson@myscu.edu,"@MW4<|MX""6s8",student
carolyn.davis@myscu.edu,]6M^#j:dxe<7,student
russell.ortiz@myscu.edu,N!887{F+XES(,student
michael.hill@myscu.edu,gFM75+b@&Oc<,student
martin.jenkins@myscu.edu,4WUF5sFgZ0KO,student
susan.jones@myscu.edu,[4?DM:-M5$WF,student
gregory.taylor@myscu.edu,l[]'`?&yREfX,student
michelle.ruiz@myscu.edu,Keos;ZFW``8P,student
jerry.stewart@myscu.edu,D>A)Y&m-wt7C,student
jason.allen@myscu.edu,y@\uU#VFBL*Z,student
lawrence.blake@myscu.edu,d>1hQE}nt|g(,student
brandon.fisher@myscu.edu,.gd^Ld^1[&IN,student
john.johnson@myscu.edu,"j.{hM6,^L<BF",student
pamela.mosley@myscu.edu,kcMtg[e$A=|1,student
katherine.robinson@myscu.edu,"rm|g+l~+""1h]",student
larry.pittman@myscu.edu,v(@NpWkMei}),student
bobby.campos@myscu.edu,"""SRv`wFM&3|T",student
cameron.martin@myscu.edu,8?tkWc_q(c;N,student
sonia.alvarado@myscu.edu,"O""bN%^,sUO*.",student
ryan.pacheco@myscu.edu,)gAqe^9tpfmt,student
ryan.weber@myscu.edu,uf@AN=@Dm-#.,student
julie.murphy@myscu.edu,"HDv],%d>Zc(]",student
charles.savage@myscu.edu,h7U!+*W~xR8o,student
trevor.estrada@myscu.edu,XBuJaLPQ<$[|,student
heather.stout@myscu.edu,qXp:?zRPbe6B,student
christopher.levy@myscu.edu,S&QtB$'M3zY;,student
katie.ramirez@myscu.edu,u7K|.)lT:x!@,student
jeffrey.cohen@myscu.edu,"IK,x7TMYf7@1",student
justin.cameron@myscu.edu,ce}ZaY].bH{.,student
joanna.gonzales@myscu.edu,"{]M]uS0,y`H_",student
elizabeth.mckinney@myscu.edu,21+[{NvjT:>1,student
julian.thomas@myscu.edu,XF#)H(*H/]wD,student
isaac.mcmillan@myscu.edu,9G5a@u0'FIU?,student
susan.klein@myscu.edu,f4.;Jp;]>7n+,student
sandra.park@myscu.edu,"-A{L)`y/hyg""",student
jennifer.lewis@myscu.edu,Xlk18s\Ee'}_,student
beth.petersen@myscu.edu,":`2\w,E5}(DS",student
lisa.clark@myscu.edu,/7xM>2\;vB&A,student
jessica.morris@myscu.edu,_X=j%1ep7l&o,student
robert.powell@myscu.edu,",x_k!cl~`hda",student
eric.sullivan@myscu.edu,<oI3w}=yo`v},student
travis.rivera@myscu.edu,gPYWDXSX3&0o,student
emily.thompson@myscu.edu,5/*~>MTO$-7C,student
david.benjamin@myscu.edu,5ZX5.VB1k$|L,student
jared.gomez@myscu.edu,\FXzhj|3hjh0,student
zachary.gonzalez@myscu.edu,">H""%b*~Gg:T|",student
jamie.james@myscu.edu,Ap\)]'(J~F0Q,student
david.hurst@myscu.edu,-E@$5&o`:L0k,student
carolyn.gray@myscu.edu,T=[QRVDP0IZ),student
randy.crosby@myscu.edu,Psbukn^$&ZjJ,student
robert.henry@myscu.edu,yLnRz;5K<FT|,student
amber.miller@myscu.edu,x15He_KlBS[h,student
barbara.freeman@myscu.edu,~|K}A7eEvt+j,student
sheri.smith@myscu.edu,i^EH;cV:0TxF,student
mario.jones@myscu.edu,>5mMi6lJx@I!,student
william.brooks@myscu.edu,jf4KxKx<kk<(,student
susan.small@myscu.edu,sX{.5dby?|ld,student
katherine.richmond@myscu.edu,f[jDaaY:$[!',student
eric.romero@myscu.edu,l0=D1T'BTHBg,student
sharon.dillon@myscu.edu,1e6bBSiat5/!,student
john.garner@myscu.edu,rOa>L2mfx7it,student
corey.barrett@myscu.edu,Ka`Vx)9Q[_]:,student
jillian.wiley@myscu.edu,"3MQ2#,?jqRj#",student
jamie.richards@myscu.edu,~H_o<r0U4[TY,student
jessica.floyd@myscu.edu,>m^7``n$_llA,student
rachel.ibarra@myscu.edu,IW(W['_-Pi]X,student
kayla.cooke@myscu.edu,5pmhd\V!5arp,student
angela.miller@myscu.edu,XH=!*UCC;3~w,student
joshua.marquez@myscu.edu,"#Z@qa/""y""8b4",student
david.burnett@myscu.edu,BRl;XW6u%m.:,student
daniel.hudson@myscu.edu,'RHS}$t-p/2|,student
courtney.peters@myscu.edu,%1@>*:aawG&R,student
jessica.murphy@myscu.edu,@jcswaF3'Yx<,student
david.perez@myscu.edu,"""Vo%-BD@b/x!",student
oscar.alvarez@myscu.edu,'Xnkj8W\|F^y,student
christine.hines@myscu.edu,BrNM`[v`tRVQ,student
cynthia.clayton@myscu.edu,w.mBTHIOoZ.\,student
jeffrey.miller@myscu.edu,yfX\](fuc)iO,student
joseph.randall@myscu.edu,!DfM?@9'W8bp,student
elizabeth.carter@myscu.edu,N<JOKnHub{4[,student
collin.boyd@myscu.edu,O5aR$hQLb_]>,student
kevin.brown@myscu.edu,"7h)nX8,x*tv,",student
tammy.mendoza@myscu.edu,pj@%VH1m605:,student
michelle.colon@myscu.edu,[ffi'L2;@l#],student
