User_id,Password,Role
larry.wilson@myscu.edu,lny:)kpMF\-t,student
sabrina.phillips@myscu.edu,j8g[UxyBP-$1,student
christina.robinson@myscu.edu,3*nBuIIB_o7S,student
dennis.hernandez@myscu.edu,PB($nBK7ctC2,student
julie.obrien@myscu.edu,y&)~M6qGo=DJ,student
robert.dunn@myscu.edu,>TpXq[b`GDvA,student
thomas.medina@myscu.edu,",-9HR\\;<,Xv",student
elizabeth.robinson@myscu.edu,t!LjEg0Y(?|f,student
john.fischer@myscu.edu,1xy(#9x#Qd5Z,student
morgan.miller@myscu.edu,ir;f[Xfv32RY,student
sean.padilla@myscu.edu,",D7skhsYuT12",student
christian.elliott@myscu.edu,"=k@,s.5Qa)4U",student
bryan.kelley@myscu.edu,qVW`C>xz0DP|,student
william.armstrong@myscu.edu,_TE|SpgOC]P7,student
edward.murphy@myscu.edu,"Yr,*uVEXjC51",student
abigail.wilson@myscu.edu,"oo+,=5o`}9-,",student
jamie.aguilar@myscu.edu,z^S=CnFH)QNK,student
christopher.dixon@myscu.edu,N*L|H.|+b%t&,student
lindsey.chavez@myscu.edu,BJE-E0suV=kw,student
william.bryant@myscu.edu,ET&S|e9#\TA5,student
brian.ford@myscu.edu,Jj8zI]km)E+M,student
lindsay.cummings@myscu.edu,ooCsix1*yXBc,student
randy.velasquez@myscu.edu,"+g,%D=\P@rSR",student
julie.lane@myscu.edu,"F""%y)clMLTeX",student
brandon.cooper@myscu.edu,\WbPdV.-U27(,student
bryce.mcknight@myscu.edu,"1|,X.<i]5~)+",student
sarah.jones@myscu.edu,OAQ?(9g8FX$:,student
sarah.johnson@myscu.edu,"Oc2a:bvOyu""E",student
robert.mack@myscu.edu,R!+1H?>o+trc,student
katie.good@myscu.edu,"4<,Y`EDvtCNz",student
debbie.fisher@myscu.edu,_uHm[P;JP((J,student
victoria.reyes@myscu.edu,QLtJ/iq\'l*l,student
molly.knox@myscu.edu,T4)Dr}.HxkQa,student
nicholas.vega@myscu.edu,.L=H_;O<C~h8,student
dorothy.ryan@myscu.edu,KS`z8Enx1mo$,student
desiree.bailey@myscu.edu,*f.>!IMoq_{(,student
gregory.medina@myscu.edu,"/r?kpUC6\yE,",student
allison.luna@myscu.edu,F@d>\eJ4Xob[,student
jeffrey.smith@myscu.edu,i}kS}=Ym47DS,student
andrew.evans@myscu.edu,[m9I5&S)=sum,student
emily.stephens@myscu.edu,_vhiL@jvr9E|,student
amanda.morrow@myscu.edu,!W2@*mN!2^d\,student
john.reed@myscu.edu,Kesrnd-pE1TG,student
joshua.pineda@myscu.edu,7/2Qu6ZlA+]F,student
jessica.rodriguez@myscu.edu,@x.TZ!!GWfI8,student
lisa.barnes@myscu.edu,{lvQkZB?CO}h,student
katie.stephenson@myscu.edu,>VL_~s;ub'H4,student
alexis.harris@myscu.edu,o=X.Iv`XJjp7,student
craig.johnson@myscu.edu,6<)o_5=A{`B[,student
carla.warner@myscu.edu,|[Rm_ax0D]5{,student
brandon.yang@myscu.edu,"fMn:*.`w,8Ks",student
richard.young@myscu.edu,";g{z@l(_oP""*",student
jeff.shields@myscu.edu,blDj7S!Cl(Qg,student
brian.gordon@myscu.edu,}\Gz}J@kR2?#,student
keith.cabrera@myscu.edu,-*vj~44I>!;{,student
jessica.flores@myscu.edu,N7>A'zxVN;}h,student
carla.chambers@myscu.edu,"j.wU3!j,%0;J",student
malik.turner@myscu.edu,"W]J43-`2l*H""",student
douglas.keller@myscu.edu,[NL(G-=1X_/7,student
jeffrey.turner@myscu.edu,",!c1c_j].'<x",student
bruce.fry@myscu.edu,/G|xPeR~y-t+,student
nichole.buck@myscu.edu,ZELG/<=F5(;v,student
connie.simmons@myscu.edu,:j&8DUrJy%G.,student
tyler.compton@myscu.edu,[){Ek2\$0*YL,student
shelly.powers@myscu.edu,$si4?My&YL]j,student
kristi.flores@myscu.edu,`/@B1h~PdZ!z,student
robert.hernandez@myscu.edu,U;}xv8ubwb5;,student
nicholas.webster@myscu.edu,MZ1M<26@})%},student
thomas.atkinson@myscu.edu,.yI[_EH{m=}x,student
kevin.zimmerman@myscu.edu,"Ym},VSD.4&&8",student
linda.melendez@myscu.edu,0}R1f6UP`q00,student
anna.faulkner@myscu.edu,fG>n#g&1`'&U,student
angela.anderson@myscu.edu,"%_}uQY""F1?_n",student
john.harris@myscu.edu,Y#Da5%Hl|5X',student
deborah.nielsen@myscu.edu,'x4*qr9Uli_1,student
melanie.davis@myscu.edu,`KM$nGjH%?Ur,student
jenny.lee@myscu.edu,Lv}7F)Xb4}fJ,student
joseph.nunez@myscu.edu,p{XaKc\0=`r6,student
carrie.russo@myscu.edu,ruG>\41@%?qn,student
jacob.gill@myscu.edu,/cdY{_.DBGqW,student
jennifer.hansen@myscu.edu,[U4~]_^ZKQk0,student
timothy.booth@myscu.edu,FIw/rMH]]/\%,student
mason.krueger@myscu.edu,;jW!EX2YLZsE,student
alexis.giles@myscu.edu,Qs_OOhcj05C~,student
suzanne.wilson@myscu.edu,++$Xd_C3[Z8(,student
yvonne.mendoza@myscu.edu,YeCr{e:?(XqI,student
john.munoz@myscu.edu,$\j`@%gtt8b],student
james.herman@myscu.edu,t#]aw/;}}:I;,student
andrea.rowe@myscu.edu,enx!?N1>6t?(,student
oscar.ferguson@myscu.edu,z#NMA[/T46L$,student
michael.green@myscu.edu,Q!u7k[TrE_y#,student
william.crawford@myscu.edu,^LYA1kl:@`0U,student
corey.zavala@myscu.edu,l~Skv;r*.w5P,student
terrance.franco@myscu.edu,n4d^+rtD1`G`,student
robin.wood@myscu.edu,]Gs8KoBfrs9P,student
robert.hart@myscu.edu,>gxX0n{f#MY6,student
jeffrey.thomas@myscu.edu,p^InjvJ0/+lv,student
jose.donovan@myscu.edu,70g8\_8A5Q)#,student
beth.butler@myscu.edu,5G}Q]oYHn7q{,student
elijah.rivera@myscu.edu,~?Ib.nR%YvL;,student
noah.whitaker@myscu.edu,H_NN'PKIEL&t,student
victor.pena@myscu.edu,urs?96[Z*M8u,student
gail.scott@myscu.edu,nk9C;+6euZoK,student
lorraine.levy@myscu.edu,"WqP$K!z)0oL,",student
darlene.henry@myscu.edu,"sMS>m^D^5(?""",student
gary.norton@myscu.edu,",ia>e=D[tou<",student
gary.cortez@myscu.edu,I\2:S%Bj0[oN,student
tracy.stark@myscu.edu,Y6oZS}#[|!nP,student
amber.may@myscu.edu,*mJJqb#/^2r[,student
brian.johnson@myscu.edu,|_1@}@gmCKo~,student
melanie.landry@myscu.edu,-!{E%`h4.b@N,student
elizabeth.duran@myscu.edu,p=sAW]U\ewCQ,student
robert.kirby@myscu.edu,Od)*RhZm|6(b,student
jesse.mann@myscu.edu,"J\Jd""$F.=,MG",student
albert.wagner@myscu.edu,_&ZTz\]h!DVk,student
nathaniel.williamson@myscu.edu,"/.kgJo.,>ab.",student
elizabeth.jensen@myscu.edu,">6o6>R?,jl%s",student
timothy.freeman@myscu.edu,)hi`a-vehEXS,student
adam.arnold@myscu.edu,"s}4rB"">fraqs",student
alexander.moreno@myscu.edu,nY|$%hrE~p73,student
joshua.madden@myscu.edu,4VAO:(X9|x)g,student
andre.li@myscu.edu,fG'6/h*&b(i3,student
emily.drake@myscu.edu,"]H#""gy;Q(TU*",student
renee.rodriguez@myscu.edu,D~r3eHRR]<|R,student
cole.hernandez@myscu.edu,[Qn)NcnD~7Lb,student
james.fox@myscu.edu,-!q3riKoFcKC,student
lisa.adams@myscu.edu,`ZvT'O`p|f{g,student
randy.watson@myscu.edu,ESBw_.NbCo7#,student
richard.cunningham@myscu.edu,OlmA'.>I|fQN,student
veronica.perez@myscu.edu,"tEv>D]|,02Fs",student
gabriella.abbott@myscu.edu,lE7|v3w:TSbW,student
desiree.garrison@myscu.edu,"i)6hU4@{zQ,-",student
katherine.davis@myscu.edu,zn<fx7E:TnzE,student
nicholas.tran@myscu.edu,}4Y:8{4l'(s.,student
brian.smith@myscu.edu,A-N/bync9*hR,student
george.porter@myscu.edu,\n603*kzz%Qp,student
ryan.mueller@myscu.edu,m`l>ZID&Z78L,student
ariel.hodge@myscu.edu,E;dA11@f&mgg,student
cody.rice@myscu.edu,oX_w)|FM)UZX,student
brad.lewis@myscu.edu,8Lo:/Qk\yw80,student
miranda.clay@myscu.edu,"e<vduvo>VE*""",student
thomas.williams@myscu.edu,b*U!$Zd3t2a$,student
charles.frost@myscu.edu,2I[puY](A0Wp,student
rachel.elliott@myscu.edu,s5FEylAc49WM,student
antonio.mcfarland@myscu.edu,"rd.(?s1);""@/",student
leonard.ali@myscu.edu,Hf61@xWDurFU,student
brenda.goodwin@myscu.edu,&&RK)]T4-!_h,student
jennifer.sanders@myscu.edu,kacebzaP'{jI,student
chase.martin@myscu.edu,8|(JA9BdlnQ^,student
john.davenport@myscu.edu,}\l7`-?^qk'Q,student
paul.mosley@myscu.edu,@$zc0f$uLJdO,student
martin.campos@myscu.edu,"Rqb[9{?%&tz""",student
donald.hinton@myscu.edu,{r#/~e0=0%-&,student
jennifer.mason@myscu.edu,(AiI:ZJ['YE8,student
terri.brown@myscu.edu,"M2I}+n""@""M{i",student
samuel.roberson@myscu.edu,"xm]8QY""@G]}n",student
matthew.mack@myscu.edu,G7)=1|-:L:?~,student
stephanie.sanders@myscu.edu,ZW2xZ_(#-TE;,student
kim.johnson@myscu.edu,J_X:uHM)k8Q;,student
joshua.riddle@myscu.edu,[ra-Vkng`wM:,student
tracy.kelly@myscu.edu,Yj/cclr+gx`N,student
shelley.reynolds@myscu.edu,HL$CKtO3S5dU,student
erin.guerrero@myscu.edu,cEc$=KYj#6G|,student
christopher.montgomery@myscu.edu,UcdT\SZh'&]Q,student
lauren.marquez@myscu.edu,")w}dD,=uMam>",student
christopher.moore@myscu.edu,",^PVR$K]9e3$",student
jennifer.walters@myscu.edu,U[BpBFko;sTa,student
jodi.stewart@myscu.edu,+.\+erF#<vP$,student
daniel.smith@myscu.edu,\jn(_0PI$bX$,student
kyle.ward@myscu.edu,7jSA0Ngy`HL],student
joseph.anderson@myscu.edu,\?lp1!P~Jyg-,student
jacob.cole@myscu.edu,rM0vnm$bf-k!,student
angela.russell@myscu.edu,3a?m]=.rSTjK,student
